id,source,sentence_1,sentence_2,label,binary-label
boostcamp-sts-v1-train-2424,slack-rtt,"집에 있는 것의 장단점, 일과 삶의 균형, 걱정거리까지 많은 이야기를 나누고 사진을 찍었다.","저는 집에 있는 것의 장단점에 대해 진지하게 이야기했고, 작업 라벨에서 사진을 찍어서 저의 다양한 고민에 대해 이야기했습니다.",3.4,1.0
boostcamp-sts-v1-train-2425,slack-rtt,재미있을 것 같네요!,재미있을 것 같아!,4.2,1.0
boostcamp-sts-v1-train-2426,petition-rtt,시골 신생아를 지켜주세요.,농촌 신생아 보호,3.6,1.0
boostcamp-sts-v1-train-2427,petition-sampled,대학 기숙사 건립을 찬성하는 사람,대학가 기숙사 건립과 월세 제한에 관한 연구,2.0,0.0
boostcamp-sts-v1-train-2428,petition-sampled,교사들도 첫 월급부터 시작해야 한다.,교사들도 9번째 봉우리가 아니라 1번째 봉우리에서 시작해야 한다.,3.6,1.0
boostcamp-sts-v1-train-2429,petition-rtt,새마을금고 공제 RBC 비율 강화 및 불공정 경쟁 요청,새마을금고 공제 부당경쟁 요구 및 RBC 비율 강화,3.0,1.0
boostcamp-sts-v1-train-2430,nsmc-sampled,말없는 최고의 영화,최고의 만화,2.6,1.0
boostcamp-sts-v1-train-2431,slack-sampled,괜찮아!,"아, 괜찮아요.ㅋㅋㅋ",4.2,1.0
boostcamp-sts-v1-train-2432,slack-sampled,"티셔츠는 XL과 XXL밖에 재고가 없는데, 추가 주문이 필요할 것 같습니다.",티셔츠를 만들고 싶어요.,1.2,0.0
boostcamp-sts-v1-train-2433,nsmc-sampled,"나는 이 기술을 가진 영화를 좋아하지만, 이것은 정말 쓰레기이다.",나는 제라드 버틀러를 정말 좋아하는데 이런 영화를 보니 슬프다.,0.4,0.0
boostcamp-sts-v1-train-2434,slack-rtt,와! 멋진 사람들에게 좋은 이름이네요!,와! 멋진 이름이네요!,3.4,1.0
boostcamp-sts-v1-train-2435,slack-sampled,power up같은 느낌?,언젠가 좋은 생각이 떠오른 것 같아?,0.0,0.0
boostcamp-sts-v1-train-2436,slack-rtt,"""여기서 살거나 신혼여행이라도 오고 싶다""는 생각이 들 정도로 하와이에서 가본 유일한 외국이었던 것 같다.",하와이에서 가본 유일한 외국인데 여기서 살거나 신혼여행이라도 오고 싶다는 생각이 들었던 것 같다.,3.6,1.0
boostcamp-sts-v1-train-2437,nsmc-sampled,꽤 잘 만들어진 영화,여러 가지로 해석할 수 있는 잘 만들어진 영화,3.0,1.0
boostcamp-sts-v1-train-2438,nsmc-sampled,영화 자체가 배우와 제작비의 낭비다.,생산비 낭비다.,2.6,1.0
boostcamp-sts-v1-train-2439,nsmc-sampled,몰입이 너무 심했는데 어떻게 끝내야 할지 고민이었다.,몰입하고 재밌고 무서웠다.,1.0,0.0
boostcamp-sts-v1-train-2440,slack-sampled,와! 나도 이 사람 정말 좋아해 하하하,"오, 나도 여기가 좋아 ㅋㅋ",0.8,0.0
boostcamp-sts-v1-train-2441,slack-sampled,내가 입사한 날과 같은 날이야!ㅎㅎ,평범한 일이 아니야 하하,0.0,0.0
boostcamp-sts-v1-train-2442,nsmc-sampled,저는 매우 만족합니다!,그래도 이태익!,0.0,0.0
boostcamp-sts-v1-train-2443,petition-sampled,나경원 씨가 올린 글 좀 조사해 주세요.,김성태를 폭행한 사람이 구속을 면하게 해주세요.,0.0,0.0
boostcamp-sts-v1-train-2444,nsmc-sampled,앤 해서웨이는 정말 예쁘다는 것 말고는 기억이 안 나.,충분히 재미있었는데도 평점이 낮은 이유는 글래디에이터가 걸작이기 때문이라고 생각한다.,0.0,0.0
boostcamp-sts-v1-train-2445,nsmc-rtt,"이야기는 체계적이지 않고, 긴장으로 가득 차 있지 않으며, 동맹국이나 적이나 행동에 있어서 멋지지 않다.","이야기는 체계적이지도 않고, 긴장하지도 않고, 우호적이지도 않고, 적대적이지도 않고, 행동으로 가득차지도 않습니다.",2.6,1.0
boostcamp-sts-v1-train-2446,petition-sampled,"박지우, 김보름의 실격",김보름과 박지우는 결격시키지 말아주세요.,1.8,0.0
boostcamp-sts-v1-train-2447,slack-sampled,매번 채용업무에 대한 도움과 아이디어에 감사드리고 싶었는데 오랜만에 뵙게 되니까 좋은 말씀 많이 드렸습니다.,제가 요즘 고민 많이 하셨는데 너무 좋은 말씀을 많이 해주셔서 30분보다 30분 이상 길게 해드렸어야 했어요. 그게 내가 후회했던 거야 하하...,1.0,0.0
boostcamp-sts-v1-train-2448,petition-sampled,산업과 공학에 관심을 가져주세요!!,공교육의 질과 위상을 높여주세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.0,0.0
boostcamp-sts-v1-train-2449,nsmc-rtt,정말 지루해요. 계절과 비교가 안 된다.,정말 지루해요.,3.0,1.0
boostcamp-sts-v1-train-2450,slack-rtt,우선 U 아래의 도트를 제외하고 첨부된 이미지와 함께 사용하려고 합니다.,우선 U 아래의 이미지를 제외하고 첨부한 이미지를 사용하고 싶습니다.,3.8,1.0
boostcamp-sts-v1-train-2451,slack-rtt,분당은 평평해서 타기 좋을 것 같아.,분당은 평평해서 타기 좋을 것 같아.,4.0,1.0
boostcamp-sts-v1-train-2452,petition-sampled,나는 내일 청년 공제를 청원할 것이다.,내일 용돈을 공제하고 싶은데 할 수 없어요.,1.0,0.0
boostcamp-sts-v1-train-2453,slack-sampled,칭찬해 주셔서 감사합니다!,공유해 주셔서 감사합니다!,1.4,0.0
boostcamp-sts-v1-train-2454,slack-sampled,구글 밋보다는 낫죠.,하지만 내 서울 집보다는 낫다.,0.4,0.0
boostcamp-sts-v1-train-2455,slack-rtt,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,우리는 추가 생산을 위해 수요 조사를 하고 있다.,4.0,1.0
boostcamp-sts-v1-train-2456,nsmc-sampled,우와! 시나라오 연기 최고다.,Jim Kerry의 개그는 최고다.,0.8,0.0
boostcamp-sts-v1-train-2457,petition-sampled,사법부가 적폐청산을 했으면 좋겠다.,적폐청산을 위한 사법부의 해산,1.8,0.0
boostcamp-sts-v1-train-2458,nsmc-sampled,너무 재밌었어 Forever Healer,정말 재미있어요(울음),3.0,1.0
boostcamp-sts-v1-train-2459,slack-sampled,혼자 하니까 인원수 상관없어요!,나도 언젠가 같이 일하러 가기로 약속했어!,0.0,0.0
boostcamp-sts-v1-train-2460,nsmc-sampled,소재는 좋았지만 마무리는...,소재는 좋았지만 개발은 지루하고 느렸다.,2.4,0.0
boostcamp-sts-v1-train-2461,petition-sampled,증권 전문가들이 보는 비트코인은 이미 도장이 찍혔다.,정부가 비트코인을 늦출 수는 있지만 막을 수는 없다.,0.8,0.0
boostcamp-sts-v1-train-2462,petition-rtt,학생인권법에 대해 사과드립니다.,학생 권리 철폐 청원,3.6,1.0
boostcamp-sts-v1-train-2463,nsmc-rtt,몽환적인 영상과 신세경의 분위기가 잘 어울리고 인상깊어서 오랜만에 다시 보고싶어서 찾아봤어^^,꿈같은 영상과 신세경의 분위기에 감동받아서 오랜만에 다시 보고싶어서 찾아봤어^^,3.8,1.0
boostcamp-sts-v1-train-2464,slack-sampled,"와, 디자인 팀에는 수준 높은 워크샵이 있구나!",웹 페이지 품질이 우수합니다.,1.0,0.0
boostcamp-sts-v1-train-2465,petition-sampled,사명감을 갖고 일하는 불법 국제결혼 업체를 처벌해 주세요.,그리고 사기꾼 그룹의 거래소를 폐쇄해 주세요.,0.0,0.0
boostcamp-sts-v1-train-2466,petition-sampled,부동산 호가 상승 현황에 대해 조사 부탁드립니다.,공무원 시험도 똑같이 해 주세요.,0.0,0.0
boostcamp-sts-v1-train-2467,nsmc-rtt,사건 당일 주인공이 범인이 아니라는 증거는 없고 그냥 넘어간 것이다.,사건 당일 주인공이 범인이라는 증거가 없어 그냥 계속된다.,3.6,1.0
boostcamp-sts-v1-train-2468,petition-sampled,이명박 범죄 사실이 확인되면 구속은 물론 명예훼손까지 탄원할 예정이다.,이효리가 출산율 하락에 미치는 영향을 고려해 영향력 있는 인사들의 방송 출연을 적극 제한해 주시길 부탁드립니다.,0.0,0.0
boostcamp-sts-v1-train-2469,nsmc-sampled,영화 보는 거 정말 짜증나.,영화 볼 때 짜증나는 거.,3.2,1.0
boostcamp-sts-v1-train-2470,slack-rtt,기름에 튀기는 거 잊지 마세요.,기름에 튀겨주세요.,1.8,0.0
boostcamp-sts-v1-train-2471,nsmc-sampled,다시 보실 수 있습니다.,다시 봐도 최고예요.,3.8,1.0
boostcamp-sts-v1-train-2472,nsmc-rtt,그러고 보니 마코토와 킹의 연기력을 커버할 수 있는 남자 배우가 국내에는 없다.,그러고 보니 한국에서는 마코토와 킹의 연기력을 취재할 동갑내기 배우가 없다.,3.2,1.0
boostcamp-sts-v1-train-2473,slack-rtt,오랜만에 SQL 질문. 나는 도넛을 대체할 봇을 만들고 있다.,빠른 SQL 쿼리입니다. 나는 도넛을 대체할 봇을 만들고 있다.,3.2,1.0
boostcamp-sts-v1-train-2474,nsmc-sampled,딱 한 곳. 한 사람만 한 시간 동안 다른 일을 할 수 없다.,익숙한 공식이 그것을 너무 하찮게 만들었다.,0.0,0.0
boostcamp-sts-v1-train-2475,nsmc-sampled,말이 필요 없어!,말이 필요 없다.,4.0,1.0
boostcamp-sts-v1-train-2476,slack-sampled,줌과 구글 미트가 곧 오겠죠? ^^,먼저 구글 미트로 오세요...!,1.4,0.0
boostcamp-sts-v1-train-2477,nsmc-rtt,내가 좋아하는 여자와 함께 본 영화.,나는 내가 좋아하는 여자와 영화를 봤다.,3.4,1.0
boostcamp-sts-v1-train-2478,slack-rtt,워크숍은 내가 생각했던 것보다 훨씬 더 재미있었어!,워크숍은 내가 생각했던 것보다 훨씬 더 재미있었어!,4.0,1.0
boostcamp-sts-v1-train-2479,slack-sampled,당신은 지금 이메일로 일하러 갑니까?,"아, 내가 메일을 놓쳤나봐!",0.0,0.0
boostcamp-sts-v1-train-2480,nsmc-sampled,가볍고 보기 쉬운,역시 충분히 재미있네요.,1.0,0.0
boostcamp-sts-v1-train-2481,petition-sampled,"이명박, 출국 금지를 요청합니다.","이명박, 출국 금지를 요청합니다.",4.6,1.0
boostcamp-sts-v1-train-2482,petition-sampled,(관련 기관의 현황을 먼저 알려주시기 바랍니다.,(읽어주세요!),0.0,0.0
boostcamp-sts-v1-train-2483,petition-sampled,삼성전자 설립 합법화,중장비학원 설립에 관한 건축법의 취지에 관한 질문,0.0,0.0
boostcamp-sts-v1-train-2484,nsmc-sampled,소름 돋았어요. 매우 재미 있었어.,지성이가 너무 웃겼어.,0.6,0.0
boostcamp-sts-v1-train-2485,nsmc-sampled,"오, 선장님! 대위님!","오, 충격적이네요. 대단한 작품이군요!",0.0,0.0
boostcamp-sts-v1-train-2486,nsmc-rtt,이나영은 정말 최고의 여배우야...,탤런트 이나영 짱...,4.0,1.0
boostcamp-sts-v1-train-2487,nsmc-sampled,"제작진, 정신 차리세요.",시걸을 이기고 도망치는 법을 배워라.,0.0,0.0
boostcamp-sts-v1-train-2488,petition-sampled,이명박 출국금지 조사 후 출국,이명박 출국금지 혐의로 체포수사를 요청하고 싶습니다.,3.2,1.0
boostcamp-sts-v1-train-2489,nsmc-sampled,왜 컬트 영화죠? 환상적인 여행? 이건 이것보다 컬트에 더 가깝습니다.,불가능을 가능케 한 무한 감동 영화!,0.0,0.0
boostcamp-sts-v1-train-2490,slack-rtt,"이 경우 작업자들을 게스트로 초청해 채널만 개설하려 했지만, 이 경우 유료 요금제를 사용해야 한다고 적혀 있습니다.","이 경우 채널을 열기 위해 직원을 게스트로 초대했지만, 이 경우 유료 요금제를 사용해야 한다고 나옵니다.",3.6,1.0
boostcamp-sts-v1-train-2491,petition-sampled,나는 서울 종로구에 위치한 동성고등학교에서 나쁜 선생님을 처벌하고 싶다.,여성가족부 2019 아이돌케어 서비스 잘못된 정책 바로잡아달라,0.0,0.0
boostcamp-sts-v1-train-2492,nsmc-sampled,나는 떨리는 에피소드에서 눈을 뗀 적이 없다.,책을 읽으면서 그렇게 우는 건 처음이에요.,0.0,0.0
boostcamp-sts-v1-train-2493,nsmc-rtt,제발 이러지 마세요...,제발 이러지 마세요...,5.0,1.0
boostcamp-sts-v1-train-2494,slack-sampled,바쁘시겠지만 아주 비공식적으로 들었습니다.,네가 데려다 줘서 편하게 왔어.,0.0,0.0
boostcamp-sts-v1-train-2495,slack-rtt,(cash 라고 네이밍해뒀슴다),"(나는 그것을 ""현금""이라고 불렀다)",2.2,0.0
boostcamp-sts-v1-train-2496,nsmc-sampled,내레이션을 차분하고 평화롭게 이끄는 섬뜩한 영화,미련 없이 행복한 모드로 바뀌는 영화!,0.2,0.0
boostcamp-sts-v1-train-2497,slack-sampled,나는 항상 벽에 걸린 곱창을 먹으러 가!,"오, 사진! 다음에 같이 사진 찍어요.",0.4,0.0
boostcamp-sts-v1-train-2498,petition-sampled,무비자 체류 제도 규정 개정,친환경 조력 발전 시스템을 검토해주세요.,0.0,0.0
boostcamp-sts-v1-train-2499,nsmc-sampled,"여전히, 가장 낮은 지점부터, 별들은 함께 붙어있다. 이슈",역시 이 장르를 아무리 잘 만들어도 평이 좋지 않다.,0.0,0.0
boostcamp-sts-v1-train-2500,petition-sampled,학생인권법 좀 열어주세요.,청소년 보호법을 폐지해 주세요.,0.0,0.0
boostcamp-sts-v1-train-2501,nsmc-sampled,반전이 낄낄거리고 있다. 상투적인 수법,즐거웠어요.반전이 있어요.,0.8,0.0
boostcamp-sts-v1-train-2502,nsmc-sampled,평점 더 높이자. .정도,평점이 너무 높아요. 평점이.,1.2,0.0
boostcamp-sts-v1-train-2503,nsmc-rtt,"내 마음 한켠에 그런 어른스럽고 성숙한 삶이 있다고 생각하니, 그게 중요하다고 생각하지 않고, 이 영화에 나오는 다코타 패닝이 가장 기억에 남는 아역배우가 될 것 같다.",다코타 패닝은 내가 이렇게 성숙하고 성숙할 수 있을까 싶을 정도로 이 영화에서 가장 기억에 남는 아역배우인 것 같다.,3.6,1.0
boostcamp-sts-v1-train-2504,nsmc-sampled,한국영화에서 아무것도 기대하지 않는 결정적인 이유.,그는 한국 영화 감독으로서 믿을 수 없을 정도로 센스가 있다.,0.2,0.0
boostcamp-sts-v1-train-2505,slack-sampled,"먼저 새롭게 오픈한 ""AI 교육 콘텐츠 개발/운영 관리자"" JD를 공유합니다!!",관리·개발/연구·개발 속도와 코드 품질 균형에 대한 이야기가 나왔다.,0.0,0.0
boostcamp-sts-v1-train-2506,petition-rtt,고등학교 수학여행에 대해서,고등학교 수학여행에 대해서,4.0,1.0
boostcamp-sts-v1-train-2507,nsmc-sampled,나는 설리가 너무 멋있다고 생각해.,주인공이 너무 멋있다.,2.0,0.0
boostcamp-sts-v1-train-2508,slack-sampled,사진 몇 장 더 추가할게요.,"와, 나도 목록에 추가할 거야!",0.8,0.0
boostcamp-sts-v1-train-2509,nsmc-rtt,"배우가 되는 것은 괜찮지만, 이야기는 쓰레기이다.","배우들은 잘하지만, 이야기는 형편없다.",4.6,1.0
boostcamp-sts-v1-train-2510,petition-sampled,"대통령님, 요즘 왜 그러세요? 인사검색을 원하지 않습니다.","조경태... 김진태 씨.이언주 의원님, 난민 반대해주셔서 감사합니다.",0.0,0.0
boostcamp-sts-v1-train-2511,petition-sampled,아이스하키 단일팀 탈락 선수 구제 방안,나는 여자 하키 단일팀에 반대한다.,1.0,0.0
boostcamp-sts-v1-train-2512,slack-sampled,그래서 그는 평생 독신으로 지냈다.,어떻게 해서든 갈 거야,0.0,0.0
boostcamp-sts-v1-train-2513,slack-sampled,"네, 매뉴얼에 맞춰주시면 감사하겠습니다!",그런 목적이라면 잠시 텀블러 주시면 감사하겠습니다(울음),0.8,0.0
boostcamp-sts-v1-train-2514,nsmc-sampled,난 용감한 남자야.내가 이걸 끝까지 보고 있다니 믿을 수가 없어.,"슈발, 내가 이걸 자면서 보고 있다니 믿을 수가 없어.",1.2,0.0
boostcamp-sts-v1-train-2515,nsmc-sampled,"지칠 줄 모르는 진부한 말... 만약 당신이 작가라면, 당신은 작가입니다.",마치 읽지도 못하는 프랑스어 책을 읽고 있는 느낌이다.,0.0,0.0
boostcamp-sts-v1-train-2516,slack-sampled,엘사 얘기하니까 겨울왕국이 생각나 ㅋㅋㅋ,네가 볼프강으로 간다고 해서 그냥 넘겼어...ㅎㅎ,0.0,0.0
boostcamp-sts-v1-train-2517,nsmc-rtt,"좀 우울하고, 좀 지저분하지만, 어딘가에서 우리의 삶을 보는 것 같고, 나쁜 사람이 되어 평범하게 사는 것을 선택한 렌튼을 반성하는 것 같습니다.",좀 음산하고 어수선하지만 어쩐지 우리의 삶이 어디선가 보이는 것 같다. '나쁜 남자'가 되어 '평범한 삶'을 선택한 렌튼에게서 나를 돌아보는 것 같았다.,3.4,1.0
boostcamp-sts-v1-train-2518,nsmc-sampled,D 무브먼트가 서툴러서 처음에는 안본다고 했는데 색깔이 너무 예쁘고 재밌어!!!,주인공이랑 색깔도 예쁘고 영화도 예쁘다고 생각했어 하하,2.6,1.0
boostcamp-sts-v1-train-2519,slack-sampled,지난주 금요일 정자역에서 <Person>과 함께 맛있는 규카츠를 먹었다.,<PERSON> 과 커피타임 가졌습니다!,0.6,0.0
boostcamp-sts-v1-train-2520,petition-sampled,우리는 야생 장애인 어울림 센터의 사업을 확장하기를 희망합니다.,봅슬레이 센터와 상비군을 지켜주세요...,0.0,0.0
boostcamp-sts-v1-train-2521,petition-sampled,제2의 벤처 붐이 창업주에게 실질적인 도움이 되길 바란다.,치과 보험을 확장해 주셨으면 합니다.,0.0,0.0
boostcamp-sts-v1-train-2522,slack-sampled,"또한, 요즘 제 고민을 들어주셔서 감사합니다!",희희야! 내가 질문했는데 잘 설명해줘서 너무 고마워!!!,0.8,0.0
boostcamp-sts-v1-train-2523,petition-sampled,"한국당 ""의원 200명 줄이자""",로스쿨 입학정원은 연간 1만명으로 늘려야 한다.,0.0,0.0
boostcamp-sts-v1-train-2524,nsmc-rtt,"그렇지 않은데, 얼마나 좋을까?",아무리 좋아도 이건 아니야.,4.2,1.0
boostcamp-sts-v1-train-2525,slack-rtt,(저는 겨울 서핑을 추천하고 싶지 않습니다.),(겨울 서핑은 권장하지 않습니다.,3.6,1.0
boostcamp-sts-v1-train-2526,nsmc-rtt,특히 채민서와 명계남의 베드신은 감정연기가 정말 좋았다.,특히 채민서와 명계남의 베드신에서 채민서의 감성 연기가 정말 좋았다.,4.0,1.0
boostcamp-sts-v1-train-2527,nsmc-sampled,집중잘안됏던 근래에본최악의영화...ㅋ,내가 본 영화 중 가장 화난 영화.,2.4,0.0
boostcamp-sts-v1-train-2528,slack-rtt,개와 고양이에게 치우치지 않고 다양한 동물들이 나타난다.,개와 고양이에게 편견이 없는 다양한 동물들의 모습...!,3.8,1.0
boostcamp-sts-v1-train-2529,petition-sampled,유튜브에서 가짜뉴스를 관리해주세요.,무능한 문재인 정부를 심판하라.,0.0,0.0
boostcamp-sts-v1-train-2530,nsmc-rtt,스포일러가 될 수도 있으니까 더 말하지 않겠습니다.,스포일러가 될 수도 있으니까 더 이상 말하지 않겠습니다.,4.4,1.0
boostcamp-sts-v1-train-2531,nsmc-sampled,아직 이르지만 많은 것을 느꼈습니다.,많이 느꼈어요.,3.2,1.0
boostcamp-sts-v1-train-2532,nsmc-sampled,중국 영화라 기대는 낮았지만 정말 재미있었다.,정말 재미있었어요.,2.8,1.0
boostcamp-sts-v1-train-2533,nsmc-rtt,"등급을 낮추는 사람 중에는 재미만 보고 등급을 결정하는 사람이 많지만, 영상미, 캐릭터 구성 등 동영상이 만들어내는 모든 것을 합친 것이 평점이다.","등급을 낮춘 사람들 중에는 단순히 재미 여부만으로 평가를 결정하는 이들이 많지만, 평가는 영상이나 캐릭터 드로잉 등 이 영상이 만들어내는 모든 것을 종합적으로 표현한 것이다.",3.6,1.0
boostcamp-sts-v1-train-2534,petition-sampled,저는 정부의 불임 정책을 지지합니다!,나는 독단적인 정책에 질렸다.,0.2,0.0
boostcamp-sts-v1-train-2535,petition-rtt,나는 산봉우리에 있는 봉수대의 복원을 제안한다.,우리는 산봉우리에 있는 봉수대를 복원하는 것을 제안한다.,3.8,1.0
boostcamp-sts-v1-train-2536,slack-sampled,나무를 부수지 않아서 다행이다.,왜 안 올렸어요? 난 널 기다리고 있었다.,0.0,0.0
boostcamp-sts-v1-train-2537,nsmc-rtt,"나는 비에도 지지 않고, 바람에도 지지 않는다.모두에게 바보라고 불리며 칭찬도 받지 않고 고생도 하지 않는 그런 사람이 되고 싶어요.",비바람에도 지지 않는 사람이 되고 싶어요.,2.6,1.0
boostcamp-sts-v1-train-2538,petition-sampled,임시 시술을 신청합니다,불임 지원은 너무 지나치다.,1.2,0.0
boostcamp-sts-v1-train-2539,nsmc-sampled,그것은 무엇일까요? 오랜만에 본 영화 정말 좋은 것 같아.,"나는 그것을 좋아하지만, 그것은 나를 많은 것들을 돌아보게 했어.",1.0,0.0
boostcamp-sts-v1-train-2540,nsmc-rtt,아.. 나는 초등학교때 비디오 보는걸 정말 즐겼어.,나는 초등학교때의 비디오를 보는 것을 정말 즐겼다.,3.6,1.0
boostcamp-sts-v1-train-2541,petition-sampled,미용실 가격도 정부가 결정한다.,아파트 경비실 에어컨 법으로 설정해주세요.,0.2,0.0
boostcamp-sts-v1-train-2542,petition-sampled,소년법의 폐지를 간곡히 부탁드립니다.,청소년보호법 폐지를 간곡히 부탁드립니다.,4.2,1.0
boostcamp-sts-v1-train-2543,slack-rtt,(저 노래들이 다 올라왔는지 확인을 못 했어요. ),(모든 곡이 업로드되었는지 확인하지 않았습니다.),4.0,1.0
boostcamp-sts-v1-train-2544,nsmc-sampled,내가 이걸 몇 번이나 봤지? 정말 예쁘고 재미있어요.,정말 웃기고 슬프다. 진짜 재밌다.,2.4,0.0
boostcamp-sts-v1-train-2545,nsmc-sampled,난 말이 필요 없어.,난 말이 필요 없어.,4.0,1.0
boostcamp-sts-v1-train-2546,nsmc-sampled,할 말 없어요 -ㅅ-,와... 정말... 난 말이 필요 없어.,1.4,0.0
boostcamp-sts-v1-train-2547,slack-rtt,<PERSON> 님과 회식 했습니다!,<PERSON>님과 디너파티를 했습니다!,2.4,0.0
boostcamp-sts-v1-train-2548,nsmc-sampled,볼 것이 없는 유치한 홍콩 영화.,화려한 영상 말고는 볼 것이 없는 영화,0.6,0.0
boostcamp-sts-v1-train-2549,slack-sampled,우리는 기획 및 개발 속도 사업 계획에 대해 논의했습니다.,"당신의 용건도 부탁드립니다. 위로, 위로, 위로!",0.6,0.0
boostcamp-sts-v1-train-2550,nsmc-sampled,울프만과 이중의 벽을 쌓다.,피구왕 통키와의 이중벽이다.,0.8,0.0
boostcamp-sts-v1-train-2551,slack-sampled,테라스에서 맛을 추구하면서 먹었다.,하지만 연재가 완료되었습니다.,0.0,0.0
boostcamp-sts-v1-train-2552,nsmc-rtt,"[이야기, 시각, 연출, 연기] 표절도 문제지만 후반전에 접어들면서 정체성을 잃었어","스토리, 비주얼, 연출, 연기] 표절도 문제지만 후반부로 갈수록 정체성을 잃는다.",4.2,1.0
boostcamp-sts-v1-train-2553,nsmc-sampled,키타노의 색깔을 유난히 잘 표현한 영화입니다.,아이들의 싸움이 어른들의 싸움이 됐지만 보면 사람들의 동맹이 계속 바뀌는 것도 재미있고 히스테리적인 행동도 재미있다.,0.0,0.0
boostcamp-sts-v1-train-2554,slack-rtt,"아, 잊을 수 없는 표현이군요.","오, 나는 그 표현을 절대 잊지 못할 거야.",4.2,1.0
boostcamp-sts-v1-train-2555,nsmc-sampled,나 화났어. 평점을 받고 있다.,"나는 그것을 즐겼지만, 평점이 낮다.",0.6,0.0
boostcamp-sts-v1-train-2556,nsmc-rtt,정말 지루해요.,정말 지루해요.,3.8,1.0
boostcamp-sts-v1-train-2557,nsmc-sampled,우리 아버지는 훌륭했다.,감독님 이름으로 잘못 골랐어요. 울음,0.0,0.0
boostcamp-sts-v1-train-2558,nsmc-sampled,안 보신 분들은 꼭 보세요.,안 보신 분들은 꼭 봐주세요.,3.8,1.0
boostcamp-sts-v1-train-2559,slack-sampled,난 농구팬이지만... 우리가 잡히면 다 할 거야 ㅋㅋ,나도 이제 거의 아기야.하하하.,0.0,0.0
boostcamp-sts-v1-train-2560,nsmc-rtt,"지금 내가 과거로 돌아갈 수 있는 능력이 있었다면, 전작과 같은 속편이 없다는 것을 상기하면서 두 시간 전으로 돌아가서 쥐를 식히지 않았을 것이다.","자, 만약 여러분이 시간을 되돌릴 수 있는 능력이 있었다면, 여러분은 두 시간 전에 돌아가기 위해 마우스를 클릭하지 않았을 것이고, 여러분 자신에게 첫 번째와 같은 속편은 없다는 것을 상기시켰을 것입니다.",3.8,1.0
boostcamp-sts-v1-train-2561,slack-rtt,대회 때문에 너무 바빠서 오늘 올립니다.,오늘 대회 때문에 바쁘지 않아서 업로드합니다.,2.0,0.0
boostcamp-sts-v1-train-2562,slack-sampled,볼 때마다 가슴이 아파요.,너무 먹고 싶다.,0.0,0.0
boostcamp-sts-v1-train-2563,nsmc-rtt,삐요가 부르는 노래 너무 좋아^^,표 선배님 노래 너무 좋아요^^,2.6,1.0
boostcamp-sts-v1-train-2564,slack-rtt,듣고 있는데 너무 좋아요.,듣고 있는데 너무 좋아요.,4.4,1.0
boostcamp-sts-v1-train-2565,nsmc-sampled,바다에도 안 가요. 그냥 강물처럼 흐르고 있어.,나는 그냥 짐을 싸서 바다에 가고 싶다.,0.2,0.0
boostcamp-sts-v1-train-2566,petition-sampled,범인의 신원을 밝혀주세요,범인의 얼굴을 확인해 주세요,3.2,1.0
boostcamp-sts-v1-train-2567,slack-rtt,너무 예뻐서 못 먹겠어요.,너무 예뻐서 못 먹겠어요.,4.0,1.0
boostcamp-sts-v1-train-2568,slack-sampled,하지만 진동이 상당했어요!(울음),와... 근데 너무 귀여워!!!!!!!,0.0,0.0
boostcamp-sts-v1-train-2569,nsmc-sampled,그런 유쾌한 드라마,부러울 정도로 유쾌한 영화,2.4,0.0
boostcamp-sts-v1-train-2570,slack-sampled,봄에 제주에 가자 하하하,오 와우! 제주 수업에 꼭 왔으면 좋겠다 ㅋㅋ,0.8,0.0
boostcamp-sts-v1-train-2571,petition-sampled,금관리국의 담합을 조사해 주세요.,국내 경제를 잘 보살펴 주세요.,0.0,0.0
boostcamp-sts-v1-train-2572,slack-rtt,관심 있으시면 제가 선물 드릴게요.,관심 있으면 선물 보내줄게.,4.2,1.0
boostcamp-sts-v1-train-2573,nsmc-sampled,고질라 레이저 광선 촬영,레이스 속편의 걸작,0.0,0.0
boostcamp-sts-v1-train-2574,slack-rtt,운동도 꾸준히 하셨지만 건강도 챙기세요.,규칙적으로 운동하되 건강은 잘 챙기세요.,2.6,1.0
boostcamp-sts-v1-train-2575,slack-sampled,크라브마를 원데이 클래스에서 들을 수 있나요?,그저께 등산해서인지 크라브마 때문인지 ㅋㅋㅋ,1.0,0.0
boostcamp-sts-v1-train-2576,petition-sampled,난민 희생자들이 여기 있습니다.,나는 무슬림 난민에 반대한다.,1.2,0.0
boostcamp-sts-v1-train-2577,nsmc-sampled,왠지 모르게 감성적이고 따뜻한 영화다.,영화가 끝난 후 나는 향수를 느낀다.,2.4,0.0
boostcamp-sts-v1-train-2578,slack-sampled,역시 처음 보는 사람이 많다니 놀랍네요;;,이렇게 원하는 사람이 많을 줄이야.,0.0,0.0
boostcamp-sts-v1-train-2579,petition-sampled,"지하철 요금을 1,150원으로 바꿔주세요.",여름에는 적정 실내 온도를 24도에서 25도로 낮춰주세요.,0.0,0.0
boostcamp-sts-v1-train-2580,slack-sampled,"그럼 여러분, 금요일 밤 되세요!",모두 즐거운 금요일 밤 되세요.,4.4,1.0
