id,source,sentence_1,sentence_2,label,binary-label,target
boostcamp-sts-v1-dev-394,petition-rtt,"임기가 끝난 문재인 대통령은 즉시 사퇴하시고, 빠른 시일 내에 20대 대통령 선거가 실시되도록 해주시기 바랍니다.",임기를 마치고 집권한 문재인 대통령이 조속히 사퇴하고 20대 대통령 선거가 하루빨리 치러지기를 바랍니다.,4.2,1.0,4.2
boostcamp-sts-v1-dev-399,slack-rtt,전 한글도 영어도 제대로 안되는 어중간한 위치에 있게 되버렸네요.,한국어나 영어를 제대로 하지 못하는 곤란한 상황에 처해 있습니다.,3.4,1.0,3.5
boostcamp-sts-v1-dev-409,petition-rtt,직업도 돈도 없고 쌀도 없어 굼주리고 있는데 자치단체(시청)는 매일 조경에 물주는데 이 현실 맞는 제도인가요,나는 직업도 없고 돈도 없고 밥도 없어서 굶주리고 있다. 지방 자치 단체(시청)는 매일 조경에 물을 줍니다. 이게 현실이야?,4.5,1.0,4.0
boostcamp-sts-v1-dev-412,slack-rtt,ㅋㅋ넘 잼썼어요 진짜ㅋㅋ,ㅋㅋ 정말 재밌게 봤어요 ㅋㅋ,2.4,0.0,3.9
boostcamp-sts-v1-dev-413,nsmc-rtt,아무 주제를 찾을 수 없는 영화,주제를 찾을 수 없는 영화,4.2,1.0,4.6
boostcamp-sts-v1-dev-414,nsmc-rtt,내일죽거도 저런 사랑한번 해봐씀 길지않은인생 후회없시 삽니다,내일 죽어도 그런 사랑을 한 번 해보세요. 후회 없이 짧은 인생을 살아라,3.6,1.0,3.4
boostcamp-sts-v1-dev-416,petition-rtt,여성도 예비군을 통해 국방의 의무를 이행하기를 청원합니다,여성들도 예비군을 통해 국방의 의무 이행을 청원한다.,4.8,1.0,4.6
boostcamp-sts-v1-dev-417,slack-rtt,다음에 기회가 된다면 만나서 밥이라도 먹기루..!,다음에 기회가 된다면 만나서 밥먹자..!,4.2,1.0,3.9
boostcamp-sts-v1-dev-418,nsmc-rtt,"최고의 조폭영화인듯 싶고, 조폭미화가 먹혔던 최후의 작품으로 기억하고싶었는데 친구, 두사부일체가 예상외의 흥행을 해서 씁슬했던적이 있다.",최고의 조폭 영화라고 생각했고 조폭 미화 작업을 한 마지막 작품으로 기억하고 싶었지만 한때 친구와 두 남편이 박스오피스에서 예상치 못한 공연을 해서 씁쓸했다.,2.6,1.0,3.4
boostcamp-sts-v1-dev-419,petition-rtt,강서구 피시방 살해사건 심신미약,강서구 PC방 살인사건 심신미약,4.4,1.0,4.6
boostcamp-sts-v1-dev-420,slack-rtt,아무래도 상관 없어요.,그것은 정말 중요하지 않습니다.,1.8,0.0,2.4
boostcamp-sts-v1-dev-423,slack-rtt,와. 너무너무 멋지네요. 클라임 업업!!,우와. 너무 좋아요. 올라가!!,1.6,0.0,2.4
boostcamp-sts-v1-dev-424,slack-rtt,시청자 수 폭발한만큼 서류 접수도 폭발할 수 있게 주변에 많이 알려주시면 감사하겠습니다,시청자가 폭발한 만큼 서류 제출이 폭발할 수 있도록 주변에 알려주시면 감사하겠습니다.,4.0,1.0,4.6
boostcamp-sts-v1-dev-430,slack-rtt,아직 못 뵈었는데 마치 같이 있었던 것 같은 회식....,아직 못 봤지만 같이 있는 것 같은...,2.8,1.0,3.3
boostcamp-sts-v1-dev-431,petition-rtt,네이버 압수 수색해야 합니다.,네이버를 수색하고 몰수해야 합니다.,3.0,1.0,4.1
boostcamp-sts-v1-dev-434,slack-rtt,세 달 동안 너무 고생 많으셨습니다,3개월동안 수고 많으셨습니다,4.8,1.0,4.5
boostcamp-sts-v1-dev-436,petition-rtt,식약처의 모르쇠 대응으로 아직도 사용중인 가습기살균성분cmit/mit성분이 들어있는 헤어스프레이제품 회수를 청원합니다.,식품의약품안전처의 무지에 대한 대응으로 아직 사용중인 가습기살균성분 cmit/mit 성분이 함유된 헤어스프레이 제품의 리콜을 청원합니다.,4.2,1.0,4.4
boostcamp-sts-v1-dev-437,nsmc-rtt,최악의영화 재미도없고 감동도없고 류 신파영화,재미도없고 감동도없고,2.8,1.0,3.2
boostcamp-sts-v1-dev-438,slack-rtt,나뭇잎을 문 털복숭이라니ㅠㅠㅠ,나뭇잎을 물어뜯는 털입니다 ㅠㅠ,2.0,0.0,3.3
boostcamp-sts-v1-dev-441,petition-rtt,"3년 째 경기도 양주시 옥정동 세창 아파트 105동 1501호가 내 집에 몰래 카메라와 만능 소리내는 기기 설치해 놓고 매일, 하루 종일 괴롭힙니다.",경기도 양주시 옥정동 1501 세창아파트 105호가 3년째 우리 집에 몰래카메라와 만능 음향기기를 설치하고 하루 종일 괴롭힙니다.,4.8,1.0,4.5
boostcamp-sts-v1-dev-442,petition-rtt,"페미니즘 교육 의무화, 정치, 정책 제도를 폐지하고 이퀄리즘 교육 의무화, 정치, 정책 제도화할 것을 청원합니다.",우리는 페미니즘 교육의무와 정치·정책 제도의 폐지와 평등주의 교육의 정치·정책적 제도화를 청원합니다.,4.4,1.0,3.5
boostcamp-sts-v1-dev-443,nsmc-rtt,레미제라블을 각색한 듯한 느낌이 드는 평작,레미제라블을 각색한 듯한 평평한 작품,3.6,1.0,3.1
boostcamp-sts-v1-dev-444,petition-rtt,"박상기 법무장관 해고 안합니까,",박상기 법무부 장관은 해고해야 하는 것 아닌가?,4.2,1.0,3.2
boostcamp-sts-v1-dev-446,nsmc-rtt,청각을 잃었을때에 나도 같이 잃은 기분을 느꼈다.,"내가 청력을 잃었을 때, 나는 같은 느낌을 받았습니다.",3.2,1.0,3.7
boostcamp-sts-v1-dev-447,slack-rtt,자브라 대만족이죠!,Jabra에 매우 만족합니다!,4.2,1.0,3.3
boostcamp-sts-v1-dev-449,petition-rtt,모든 공공분야는 국가에서 관리해야 합니다.~~^^,모든 공공 부문은 국가에서 관리해야 합니다.,4.2,1.0,4.6
boostcamp-sts-v1-dev-453,slack-rtt,으아 진짜 멋져부려요!!!,"와, 정말 멋져보이십니다!!!",4.0,1.0,3.2
boostcamp-sts-v1-dev-454,slack-rtt,갈수록 뛰는 시간이 늘 것 같은 설렘!!,러닝타임이 길어질수록 더해지는 것 같은 설렘!!,2.2,0.0,3.7
boostcamp-sts-v1-dev-459,petition-rtt,국가 인권 위원회 는 즉각 해산하라,국가인권위원회를 즉각 해산하라.,4.8,1.0,4.4
boostcamp-sts-v1-dev-464,petition-rtt,폭력적 단체생활 강요인 수련활동을 개선해주세요.,폭력적인 집단생활을 강요받는 훈련활동을 개선해주세요.,4.0,1.0,4.3
boostcamp-sts-v1-dev-465,nsmc-rtt,나이틀리 역의 제레미 노덤..너무 멋져요.,나이틀리 역의 제레미 노덤...너무 멋집니다.,4.4,1.0,4.6
boostcamp-sts-v1-dev-466,slack-rtt,두 분 다 간만에 햇살 맞으며 산책이셨다고 하네요.,두 사람은 오랜만에 햇살을 받으며 산책을 했다고 한다.,4.0,1.0,4.4
boostcamp-sts-v1-dev-468,slack-rtt,넘 사랑스런 울팀...,정말 사랑스러운 팀...,3.6,1.0,3.6
boostcamp-sts-v1-dev-473,nsmc-rtt,거부감은 들지만 신선하고 재밌다,거부되었지만 신선하고 재미있습니다.,3.0,1.0,4.1
boostcamp-sts-v1-dev-476,nsmc-rtt,클래맨타인이후 깜놀한영화 시간이정말아까왔구요 이상하게 잠도안와ㅠㅠ,클레멘타인에 이어 깜짝 영화시간이 다가오고 이상하게 잠이 오지 않는다 ㅠㅠ,3.8,1.0,3.8
boostcamp-sts-v1-dev-478,petition-rtt,남북단일팀 취소를 촉구합니다,남북 단일팀 취소 촉구,4.0,1.0,4.6
boostcamp-sts-v1-dev-480,petition-rtt,중국발 미세먼지 대책 마련해주세요,중국발 미세먼지 대책 강구해주세요,4.2,1.0,4.6
boostcamp-sts-v1-dev-482,slack-rtt,구성원의 온보딩 과정에서 트레이닝과 정서적인 지지를 제공하고 구성원이 피드백할 기회를 마련해야 한다.,회원의 온보딩 과정에서 교육 및 정서적 지원이 제공되어야 하며 회원이 피드백을 제공할 수 있는 기회가 제공되어야 합니다.,3.8,1.0,4.3
boostcamp-sts-v1-dev-483,petition-rtt,초등학교 교사 증가및 효율적인 분배를 요청합니다,초등학교 교원 증원 및 효율적인 배분 요청,4.5,1.0,4.5
boostcamp-sts-v1-dev-485,slack-rtt,함께 실험해보실분들 모두 환영입니다!,누구나 우리와 함께 실험할 수 있습니다!,1.6,0.0,3.3
boostcamp-sts-v1-dev-494,petition-rtt,자동차분석 전문인력을 확보해 국민생명과재산을보호해주십시요,자동차 분석 전문가 확보로 인명과 재산을 보호합니다.,3.8,1.0,4.1
boostcamp-sts-v1-dev-495,nsmc-rtt,너무 산만하고 시끄럽고 재미없음,재미없어도 너무없어,2.8,1.0,2.2
boostcamp-sts-v1-dev-498,slack-rtt,노래방에서 노래 부르는 것이 꺼려진다는 공통점을 알고 난 후 내적 친밀감도 생성되었답니다 ㅎㅎ,노래방에서 노래하기를 꺼리는 사람들을 알게 된 후 내면의 친밀감이 형성되었습니다.,3.8,1.0,4.1
boostcamp-sts-v1-dev-500,slack-rtt,슬랙 채널에 북마크 추가할 수 있습니다.,Slack 채널에 북마크를 추가할 수 있습니다.,4.8,1.0,4.6
boostcamp-sts-v1-dev-503,slack-rtt,다음 사진 부터는 수정하겠습니다!,다음 사진은 수정하겠습니다!,3.2,1.0,4.5
boostcamp-sts-v1-dev-506,petition-rtt,난임 건보지원 횟수제한,불임 보험 지원 횟수 제한,3.2,1.0,3.3
boostcamp-sts-v1-dev-507,nsmc-rtt,눈물이 난다...T T,눈물난다...TT,4.8,1.0,4.6
boostcamp-sts-v1-dev-510,nsmc-rtt,주식할 때 빛지면 골로간다,스타킹 때 빛나면 골로 간다,1.2,0.0,2.8
boostcamp-sts-v1-dev-512,nsmc-rtt,이번 영화 너무 재밌게 잘 봤구요.,간만에 한국영화 정말 잼있게 봤습니다.,3.0,1.0,3.5
boostcamp-sts-v1-dev-514,petition-rtt,중소기업 지원 제도 폐지,중소기업 지원제도 폐지,5.0,1.0,4.0
boostcamp-sts-v1-dev-516,petition-rtt,대한민국에서 절대로 자영업 하지마세요,한국에서 절대 자영업하지 마세요,5.0,1.0,4.5
boostcamp-sts-v1-dev-520,petition-rtt,불법체류 외국인을 추방해야 합니다.,불법체류자는 추방되어야 합니다.,4.4,1.0,4.0
boostcamp-sts-v1-dev-522,nsmc-rtt,"러닝타임이 더 길고 맥어보이가 더 많이 나왔으면 하는 바람이 있었지만, 제임스 맥어보이의 몇 번의 등장만으로도 이 영화는 십점짜리다 ㅁㅊ 사랑해요","러닝타임이 더 길고 맥어보이가 더 많았으면 좋았을 텐데, 제임스 맥어보이가 몇 번 출연해서 이 영화에 10점을 줬습니다. 사랑해요.",4.0,1.0,4.2
boostcamp-sts-v1-dev-523,petition-rtt,자유학기제 중1에서 중3 총6학기 전체로 확대,자유학기제를 중1에서 중3까지 6학기로 확대,4.4,1.0,4.5
boostcamp-sts-v1-dev-531,petition-rtt,"국회의원실의 자료 요구, '내일까지 요구자료에 대한 답변 가져오세요'",국회 의원실 자료 요청 '자료 요청한 내용은 내일까지 제공',3.6,1.0,3.4
boostcamp-sts-v1-dev-532,slack-rtt,아 그와중에 프로필 사진을 이어붙이신 정성…. ㅋㅋ,아 그 와중에 프로필 사진 첨부하는 진심.... ㅋ,2.4,0.0,3.8
boostcamp-sts-v1-dev-535,petition-rtt,이렇게 비내리는 날 황토흙이 흘러내려도 흑우연맹박창오 생가는 오늘도 그곳에서 독립운동가와 박태명.박순명을 기다리고 있습니다.,"이렇게 비가 오는 날에도 황토가 흘러내린다 해도 검은소연합회 박창오의 생가는 오늘도 여전히 그곳에서 독립운동가들과 박태명, 박순명을 기다리고 있다.",3.6,1.0,4.4
boostcamp-sts-v1-dev-539,slack-rtt,다음 포스트로 성장하는 나에 대한 질문과 답변이 이어집니다! 원하신다면...ㅎ,나를 키우는 것에 대한 질문과 답변은 다음 포스트에서 이어집니다! 네가 원한다면...,3.4,1.0,3.6
boostcamp-sts-v1-dev-542,slack-rtt,다양하고 재밌는 얘기를 나눌 수 있어서 좋았습니다.,다양하고 재미있는 이야기를 나눌 수 있어서 좋았습니다.,4.8,1.0,4.6
boostcamp-sts-v1-dev-546,slack-rtt,(비타민 먹는 장면),(비타민을 먹는 장면),4.8,1.0,4.6
boostcamp-sts-v1-dev-548,slack-rtt,"(예: 주말에는 개인캘린더만, 업무시간에는 업무 캘린더만 보기)","(예: 주말에는 개인캘린더만 보고, 업무시간에는 업무캘린더만 보기)",5.0,1.0,4.6
boostcamp-sts-v1-dev-549,nsmc-rtt,다소 허접한 영상도 군데군데 있음.,엉뚱한 영상도 몇 개 있습니다.,2.2,0.0,3.5
